N,S,D,T,puV2est
4,1,3,4,0.993412332335398
4,1,3,5,0.9939454337540033
4,1,3,6,0.9909326458357897
4,1,3,7,0.9929514907723772
4,1,3,8,0.9920886724734936
4,1,3,9,0.9922689824443807
4,1,3,10,0.99189918018896
4,1,3,11,0.9924186874315648
4,1,3,12,0.9941875494304239
4,1,3,13,0.9934691611806183
4,1,3,14,0.9931924355509207
4,1,3,15,0.9948871058387743
4,1,3,16,0.9934390727327231
4,1,3,17,0.9921335426282084
4,1,3,18,0.9928642586078064
4,1,3,19,0.9916259262324809
4,1,3,20,0.9855259856466657
4,1,3,21,0.9874316429741654
4,1,3,22,0.9891486365422351
4,1,3,23,0.9923347120786667
4,1,3,24,0.9932130480479168
4,2,1,1,0.9945665512248878
4,2,1,2,0.993378852427437
4,2,1,3,0.9918973339309243
4,2,1,4,0.9903738016132161
4,2,1,5,0.9882691972025116
4,2,1,6,0.9776504418042217
4,2,1,7,0.9875607840472178
4,2,1,8,0.9932289616900645
4,2,1,9,0.9960431304821279
4,2,1,10,0.9987243910666722
4,2,1,11,0.9997613340605646
4,2,1,12,0.999787278481505
4,2,1,13,0.9997195341448737
4,2,1,14,0.9996706157163906
4,2,1,15,0.9992387192032608
4,2,1,16,0.9982761985295086
4,2,1,17,0.9967752363499259
4,2,1,18,0.9968674505469979
4,2,1,19,0.9945056397109947
4,2,1,20,0.9906342349314928
4,2,1,21,0.9909402378910285
4,2,1,22,0.9924008811637912
4,2,1,23,0.9941422983270686
4,2,1,24,0.9948018328425673
4,2,2,1,0.9960226746467359
4,2,2,2,0.9960370671329317
4,2,2,3,0.9968017361295046
4,2,2,4,0.9969725685270577
4,2,2,5,0.9969844004993013
4,2,2,6,0.9936118914637407
4,2,2,7,0.9967594350014891
4,2,2,8,1.0005129594721638
4,2,2,9,1.0003734596589708
4,2,2,10,1.0000992205820205
4,2,2,11,0.9992693319248962
4,2,2,12,0.9985006842888106
4,2,2,13,0.9971698020778974
4,2,2,14,0.9960619132552172
4,2,2,15,0.9986704695733805
4,2,2,16,0.9997854533418389
4,2,2,17,1.0001955000957834
4,2,2,18,1.000007910640369
4,2,2,19,0.9977687439985417
4,2,2,20,0.992206688452451
4,2,2,21,0.9927665771801506
4,2,2,22,0.9931941318665825
4,2,2,23,0.9949648776360617
4,2,2,24,0.9958128985733472
4,2,3,1,0.9911102756678065
4,2,3,2,0.9911798649702409
4,2,3,3,0.9928183790995485
4,2,3,4,0.993412332335398
4,2,3,5,0.9939454337540033
4,2,3,6,0.9883025806113017
4,2,3,7,0.9890441813466234
4,2,3,8,0.9922850678482408
4,2,3,9,0.9926206192129428
4,2,3,10,0.992208510136379
4,2,3,11,0.9924181930468602
4,2,3,12,0.9941874967886158
4,2,3,13,0.9934679440999965
4,2,3,14,0.993191510705684
4,2,3,15,0.994873307587898
4,2,3,16,0.9936507042072774
4,2,3,17,0.9922240663645983
4,2,3,18,0.9926800619446472
4,2,3,19,0.9916259262324809
4,2,3,20,0.9855259856466657
4,2,3,21,0.9874316429741654
4,2,3,22,0.9891486365422351
4,2,3,23,0.9923347120786667
4,2,3,24,0.9932130480479168
4,3,1,1,0.9945665512248878
4,3,1,2,0.993378852427437
4,3,1,3,0.9918973339309243
4,3,1,4,0.9903738016132161
4,3,1,5,0.9882691972025116
4,3,1,6,0.9776504418042217
4,3,1,7,0.9855673421550111
4,3,1,8,0.9930077646935073
4,3,1,9,0.9961016826040152
4,3,1,10,0.9966360829783942
4,3,1,11,0.9994605062935771
4,3,1,12,0.9995176589092485
4,3,1,13,0.9969155979193984
4,3,1,14,0.9988256990933717
4,3,1,15,0.9992898660116812
4,3,1,16,0.9980270575105948
4,3,1,17,0.9912899954377555
4,3,1,18,0.9935883609963974
4,3,1,19,0.9919107224842185
4,3,1,20,0.9906342349314928
4,3,1,21,0.9909402378910285
4,3,1,22,0.9924008811637912
4,3,1,23,0.9941422983270686
4,3,1,24,0.9948018328425673
4,3,2,1,0.9960226746467359
4,3,2,2,0.9960370671329317
4,3,2,3,0.9968017361295046
4,3,2,4,0.9969725685270577
4,3,2,5,0.9969844004993013
4,3,2,6,0.9936118914637407
4,3,2,7,0.9948351450784172
4,3,2,8,1.000308105723386
4,3,2,9,1.000432550006249
4,3,2,10,0.9980252032543139
4,3,2,11,0.9989667755089695
4,3,2,12,0.9982268965971632
4,3,2,13,0.9943324611312812
4,3,2,14,0.9951942617308909
4,3,2,15,0.9987200437182728
4,3,2,16,0.9995418655045732
4,3,2,17,0.9947905037160591
4,3,2,18,0.9967660354532455
4,3,2,19,0.9952079791062387
4,3,2,20,0.992206688452451
4,3,2,21,0.9927665771801506
4,3,2,22,0.9931941318665825
4,3,2,23,0.9949648776360617
4,3,2,24,0.9958128985733472
4,3,3,1,0.9911102756678065
4,3,3,2,0.9911798649702409
4,3,3,3,0.9928183790995485
4,3,3,4,0.993412332335398
4,3,3,5,0.9939454337540033
4,3,3,6,0.9883025806113017
4,3,3,7,0.9870623051643862
4,3,3,8,0.9920616537624579
4,3,3,9,0.9926786679564281
4,3,3,10,0.990050106384508
4,3,3,11,0.992088596617294
4,3,3,12,0.9938987225165161
4,3,3,13,0.9905810193391366
4,3,3,14,0.9923054076169131
4,3,3,15,0.9949117595272238
4,3,3,16,0.9933845524665927
4,3,3,17,0.9866287195927673
4,3,3,18,0.9893503305047006
4,3,3,19,0.9890000808860594
4,3,3,20,0.9855259856466657
4,3,3,21,0.9874316429741654
4,3,3,22,0.9891486365422351
4,3,3,23,0.9923347120786667
4,3,3,24,0.9932130480479168
5,1,1,1,0.9915382347368159
5,1,1,2,0.9896470300706863
5,1,1,3,0.987292937136037
5,1,1,4,0.9848852105016466
5,1,1,5,0.9815628581148822
5,1,1,6,0.9692211618224907
5,1,1,7,0.9871103407271535
5,1,1,8,0.9894177394437323
5,1,1,9,0.9934318164508863
5,1,1,10,0.9975665209455944
5,1,1,11,0.9996191803773705
5,1,1,12,0.9996631813381499
5,1,1,13,0.999563163443468
5,1,1,14,0.9995025857095258
5,1,1,15,0.9986611185481781
5,1,1,16,0.9969339325873465
5,1,1,17,0.9950438216687534
5,1,1,18,0.9956449159808006
5,1,1,19,0.9913275986084814
5,1,1,20,0.9852930315128793
5,1,1,21,0.985786564771255
5,1,1,22,0.9881220810982928
5,1,1,23,0.9909072169235206
5,1,1,24,0.9919521156333385
5,1,2,1,0.9938111257606705
5,1,2,2,0.9938091777598507
5,1,2,3,0.9949897787638762
5,1,2,4,0.9952520288532686
5,1,2,5,0.9952663996350871
5,1,2,6,0.9940199514399837
5,1,2,7,1.0012634653818273
5,1,2,8,1.0007896591214185
5,1,2,9,1.0001912635264938
5,1,2,10,0.9997129369086123
5,1,2,11,0.9988516013970866
5,1,2,12,0.9976551353133327
5,1,2,13,0.9955807580508236
5,1,2,14,0.993856909123977
5,1,2,15,0.9977715372283685
5,1,2,16,0.9992999319023129
5,1,2,17,1.0004029904703968
5,1,2,18,1.0005492471200041
5,1,2,19,0.9964495970206734
5,1,2,20,0.9877649456850968
5,1,2,21,0.9886552521289399
5,1,2,22,0.9893639960710857
5,1,2,23,0.992187334348046
5,1,2,24,0.9935222266009608
5,1,3,1,0.9861394115769367
5,1,3,2,0.9862014848527249
5,1,3,3,0.9887392562903147
5,1,3,4,0.9896613044916762
5,1,3,5,0.9904918091902047
5,1,3,6,0.9857789306759784
5,1,3,7,0.9893938052154607
5,1,3,8,0.9879428891785678
5,1,3,9,0.9880842361066952
5,1,3,10,0.9873837125532611
5,1,3,11,0.988153488564094
5,1,3,12,0.9909190361425726
5,1,3,13,0.9897945029915362
5,1,3,14,0.9893627909387822
5,1,3,15,0.9918242687298062
5,1,3,16,0.9896770849894587
5,1,3,17,0.9879057368868105
5,1,3,18,0.9891008014716843
5,1,3,19,0.9868037229323552
5,1,3,20,0.977255204267805
5,1,3,21,0.9802711666902374
5,1,3,22,0.9830272822241648
5,1,3,23,0.9880931030568857
5,1,3,24,0.9894839404020933
5,2,1,1,0.9915382347368159
5,2,1,2,0.9896470300706863
5,2,1,3,0.987292937136037
5,2,1,4,0.9848852105016466
5,2,1,5,0.9815628581148822
5,2,1,6,0.9649195266973071
5,2,1,7,0.98050817795446
5,2,1,8,0.9898564130623827
5,2,1,9,0.9941976657174352
5,2,1,10,0.9982291431790183
5,2,1,11,0.9996191888584622
5,2,1,12,0.9996631481445943
5,2,1,13,0.9995612764488538
5,2,1,14,0.9995015816008621
5,2,1,15,0.9986983254518461
5,2,1,16,0.9973916928183938
5,2,1,17,0.9952414183843094
5,2,1,18,0.9949714936694428
5,2,1,19,0.9913275986084814
5,2,1,20,0.9852930315128793
5,2,1,21,0.985786564771255
5,2,1,22,0.9881220810982928
5,2,1,23,0.9909072169235206
5,2,1,24,0.9919521156333385
5,2,2,1,0.9938111257606705
5,2,2,2,0.9938091777598507
5,2,2,3,0.9949897787638762
5,2,2,4,0.9952520288532686
5,2,2,5,0.9952663996350871
5,2,2,6,0.9899968762178016
5,2,2,7,0.9949210351835661
5,2,2,8,1.00124546578541
5,2,2,9,1.0009525567857411
5,2,2,10,1.0003729310272131
5,2,2,11,0.998851551134468
5,2,2,12,0.997655161924958
5,2,2,13,0.9955787182783195
5,2,2,14,0.9938556409880642
5,2,2,15,0.9978087265080302
5,2,2,16,0.9997560239311576
5,2,2,17,1.0005993618680429
5,2,2,18,0.9998944245690662
5,2,2,19,0.9964495970206734
5,2,2,20,0.9877649456850968
5,2,2,21,0.9886552521289399
5,2,2,22,0.9893639960710857
5,2,2,23,0.992187334348046
5,2,2,24,0.9935222266009608
5,2,3,1,0.9861394115769367
5,2,3,2,0.9862014848527249
5,2,3,3,0.9887392562903147
5,2,3,4,0.9896613044916762
5,2,3,5,0.9904918091902047
5,2,3,6,0.981666951774982
5,2,3,7,0.9828346978418726
5,2,3,8,0.9883790839826713
5,2,3,9,0.9888538673117003
5,2,3,10,0.9880592829849213
5,2,3,11,0.9881529294957136
5,2,3,12,0.9909190970047324
5,2,3,13,0.9897922326107274
5,2,3,14,0.9893612962903036
5,2,3,15,0.9918612219884256
5,2,3,16,0.990140266974561
5,2,3,17,0.9881049826437963
5,2,3,18,0.9884014582449617
5,2,3,19,0.9868037229323552
5,2,3,20,0.977255204267805
5,2,3,21,0.9802711666902374
5,2,3,22,0.9830272822241648
5,2,3,23,0.9880931030568857
5,2,3,24,0.9894839404020933
5,3,1,1,0.9915382347368159
5,3,1,2,0.9896470300706863
5,3,1,3,0.987292937136037
5,3,1,4,0.9848852105016466
5,3,1,5,0.9815628581148822
5,3,1,6,0.9649195266973071
5,3,1,7,0.9773888587377422
5,3,1,8,0.9890996947801615
5,3,1,9,0.9943260612161173
5,3,1,10,0.9947592926830781
5,3,1,11,0.9991336472522276
5,3,1,12,0.999213892276231
5,3,1,13,0.9951814400345065
5,3,1,14,0.9981242520199232
5,3,1,15,0.9986253704155483
5,3,1,16,0.996776534191083
5,3,1,17,0.9862999006311162
5,3,1,18,0.9898829621714395
5,3,1,19,0.9872740041867913
5,3,1,20,0.9852930315128793
5,3,1,21,0.985786564771255
5,3,1,22,0.9881220810982928
5,3,1,23,0.9909072169235206
5,3,1,24,0.9919521156333385
5,3,2,1,0.9938111257606705
5,3,2,2,0.9938091777598507
5,3,2,3,0.9949897787638762
5,3,2,4,0.9952520288532686
5,3,2,5,0.9952663996350871
5,3,2,6,0.9899968762178016
5,3,2,7,0.9919178182183203
5,3,2,8,1.0005189213228185
5,3,2,9,1.0010816799664721
5,3,2,10,0.9969271317422911
5,3,2,11,0.9983632554745804
5,3,2,12,0.9971992444964934
5,3,2,13,0.9911438296902889
5,3,2,14,0.9924414476873046
5,3,2,15,0.9977332990141562
5,3,2,16,0.999150160440261
5,3,2,17,0.9917930309456695
5,3,2,18,0.9948678153138161
5,3,2,19,0.9924532341823668
5,3,2,20,0.9877649456850968
5,3,2,21,0.9886552521289399
5,3,2,22,0.9893639960710857
5,3,2,23,0.992187334348046
5,3,2,24,0.9935222266009608
5,3,3,1,0.9861394115769367
5,3,3,2,0.9862014848527249
5,3,3,3,0.9887392562903147
5,3,3,4,0.9896613044916762
5,3,3,5,0.9904918091902047
5,3,3,6,0.981666951774982
5,3,3,7,0.9797348329269113
5,3,3,8,0.9876182896328337
5,3,3,9,0.9889815362876958
5,3,3,10,0.9844712333694525
5,3,3,11,0.9876211087561386
5,3,3,12,0.9904391172631588
5,3,3,13,0.9852755144686716
5,3,3,14,0.9879171273249535
5,3,3,15,0.9917681773913114
5,3,3,16,0.9894965291219727
5,3,3,17,0.9789777377677257
5,3,3,18,0.9832285344907727
5,3,3,19,0.982698235176507
5,3,3,20,0.977255204267805
5,3,3,21,0.9802711666902374
5,3,3,22,0.9830272822241648
5,3,3,23,0.9880931030568857
5,3,3,24,0.9894839404020933
6,1,1,1,0.9908605607794517
6,1,1,2,0.9888035367648085
6,1,1,3,0.986243972194792
6,1,1,4,0.983630451455413
6,1,1,5,0.9801015016134259
6,1,1,6,0.967226713936739
6,1,1,7,0.9862538938925696
6,1,1,8,0.988620599500375
6,1,1,9,0.9928816572002594
6,1,1,10,0.9973027492923362
6,1,1,11,0.99947878533063
6,1,1,12,0.9995666291454587
6,1,1,13,0.9994203392892426
6,1,1,14,0.9993643705296928
6,1,1,15,0.9984700800494584
6,1,1,16,0.9966586921504575
6,1,1,17,0.9946524084315378
6,1,1,18,0.9952741838680974
6,1,1,19,0.990648568861546
6,1,1,20,0.9841487674625967
6,1,1,21,0.9846255873159554
6,1,1,22,0.9871550075480264
6,1,1,23,0.990177649773362
6,1,1,24,0.9913144950019517
6,1,2,1,0.9933109287253739
6,1,2,2,0.993297008258976
6,1,2,3,0.9945646267419352
6,1,2,4,0.9948446328744159
6,1,2,5,0.9948810842761872
6,1,2,6,0.9936502605204128
6,1,2,7,1.0013120872962111
6,1,2,8,1.0007033514813202
6,1,2,9,1.000048230183842
6,1,2,10,0.9995763581230733
6,1,2,11,0.9986653885144269
6,1,2,12,0.9974378280215571
6,1,2,13,0.995198368793186
6,1,2,14,0.993371567653037
6,1,2,15,0.9975250535801536
6,1,2,16,0.9991752928519363
6,1,2,17,1.0003611900933542
6,1,2,18,1.0005053573252087
6,1,2,19,0.9961470548158661
6,1,2,20,0.9868117259388236
6,1,2,21,0.9877262621841054
6,1,2,22,0.9884967458112942
6,1,2,23,0.9915586979568871
6,1,2,24,0.9930066877157774
6,1,3,1,0.9850386789794243
6,1,3,2,0.9850826872360875
6,1,3,3,0.987807902935597
6,1,3,4,0.9887980985966695
6,1,3,5,0.9897330435979839
6,1,3,6,0.9848698167598056
6,1,3,7,0.9886833691421818
6,1,3,8,0.9870536150361193
6,1,3,9,0.9872123716450243
6,1,3,10,0.9865175523309335
6,1,3,11,0.9873298300545809
6,1,3,12,0.9902971259105269
6,1,3,13,0.9890644488617361
6,1,3,14,0.9886013145309834
6,1,3,15,0.9912072840568535
6,1,3,16,0.9889399281124729
6,1,3,17,0.987048462743192
6,1,3,18,0.9882935353651436
6,1,3,19,0.9857912066607495
6,1,3,20,0.9754870491710083
6,1,3,21,0.9786622447749563
6,1,3,22,0.9816493663886482
6,1,3,23,0.9871412118771973
6,1,3,24,0.9886540511092379
6,2,1,1,0.9908605607794517
6,2,1,2,0.9888035367648085
6,2,1,3,0.986243972194792
6,2,1,4,0.983630451455413
6,2,1,5,0.9801015016134259
6,2,1,6,0.9626198151871733
6,2,1,7,0.9792973414274373
6,2,1,8,0.9891917024643324
6,2,1,9,0.9937693642259071
6,2,1,10,0.9980593762123535
6,2,1,11,0.9994787937943371
6,2,1,12,0.9995666055313485
6,2,1,13,0.9994180966250652
6,2,1,14,0.9993631750706721
6,2,1,15,0.9985072940700622
6,2,1,16,0.9971519446885498
6,2,1,17,0.9948718014995203
6,2,1,18,0.9945856781243954
6,2,1,19,0.990648568861546
6,2,1,20,0.9841487674625967
6,2,1,21,0.9846255873159554
6,2,1,22,0.9871550075480264
6,2,1,23,0.990177649773362
6,2,1,24,0.9913144950019517
6,2,2,1,0.9933109287253739
6,2,2,2,0.993297008258976
6,2,2,3,0.9945646267419352
6,2,2,4,0.9948446328744159
6,2,2,5,0.9948810842761872
6,2,2,6,0.9893462376764619
6,2,2,7,0.994631370204421
6,2,2,8,1.0012891773598747
6,2,2,9,1.0009300753537334
6,2,2,10,1.00033002992955
6,2,2,11,0.9986653382236325
6,2,2,12,0.9974378642441715
6,2,2,13,0.9951959711282459
6,2,2,14,0.9933701063573459
6,2,2,15,0.9975622520461709
6,2,2,16,0.9996667074916805
6,2,2,17,1.0005790703021045
6,2,2,18,0.9998350178454138
6,2,2,19,0.9961470548158661
6,2,2,20,0.9868117259388236
6,2,2,21,0.9877262621841054
6,2,2,22,0.9884967458112942
6,2,2,23,0.9915586979568871
6,2,2,24,0.9930066877157774
6,2,3,1,0.9850386789794243
6,2,3,2,0.9850826872360875
6,2,3,3,0.987807902935597
6,2,3,4,0.9887980985966695
6,2,3,5,0.9897330435979839
6,2,3,6,0.9804691513274346
6,2,3,7,0.9817725640107037
6,2,3,8,0.9876225518889113
6,2,3,9,0.9881049152769276
6,2,3,10,0.9872887178601016
6,2,3,11,0.9873292705129665
6,2,3,12,0.9902971964945019
6,2,3,13,0.9890618171490312
6,2,3,14,0.9885996250952773
6,2,3,15,0.9912442603398031
6,2,3,16,0.9894391464779067
6,2,3,17,0.9872698590022796
6,2,3,18,0.9875796283426246
6,2,3,19,0.9857912066607495
6,2,3,20,0.9754870491710083
6,2,3,21,0.9786622447749563
6,2,3,22,0.9816493663886482
6,2,3,23,0.9871412118771973
6,2,3,24,0.9886540511092379
6,3,1,1,0.9908605607794517
6,3,1,2,0.9888035367648085
6,3,1,3,0.986243972194792
6,3,1,4,0.983630451455413
6,3,1,5,0.9801015016134259
6,3,1,6,0.9626198151871733
6,3,1,7,0.9759590542985206
6,3,1,8,0.9885112957050478
6,3,1,9,0.9939180628610149
6,3,1,10,0.9945400093132042
6,3,1,11,0.9991396171622918
6,3,1,12,0.9992071960211368
6,3,1,13,0.9949650341439386
6,3,1,14,0.9981042425865312
6,3,1,15,0.9983808832569402
6,3,1,16,0.9965457374112684
6,3,1,17,0.985454138368289
6,3,1,18,0.9892527824845292
6,3,1,19,0.9863098897278341
6,3,1,20,0.9841487674625967
6,3,1,21,0.9846255873159554
6,3,1,22,0.9871550075480264
6,3,1,23,0.990177649773362
6,3,1,24,0.9913144950019517
6,3,2,1,0.9933109287253739
6,3,2,2,0.993297008258976
6,3,2,3,0.9945646267419352
6,3,2,4,0.9948446328744159
6,3,2,5,0.9948810842761872
6,3,2,6,0.9893462376764619
6,3,2,7,0.9914190330664302
6,3,2,8,1.0006366364429404
6,3,2,9,1.0010791701309703
6,3,2,10,0.9968350857735838
6,3,2,11,0.9983236468505414
6,3,2,12,0.9970722072251664
6,3,2,13,0.9906865844376599
6,3,2,14,0.9920759041030996
6,3,2,15,0.9974333820188338
6,3,2,16,0.9990695644845607
6,3,2,17,0.9913040167218616
6,3,2,18,0.9945679078425016
6,3,2,19,0.9918712113865669
6,3,2,20,0.9868117259388236
6,3,2,21,0.9877262621841054
6,3,2,22,0.9884967458112942
6,3,2,23,0.9915586979568871
6,3,2,24,0.9930066877157774
6,3,3,1,0.9850386789794243
6,3,3,2,0.9850826872360875
6,3,3,3,0.987807902935597
6,3,3,4,0.9887980985966695
6,3,3,5,0.9897330435979839
6,3,3,6,0.9804691513274346
6,3,3,7,0.9784553966561204
6,3,3,8,0.9869383547352185
6,3,3,9,0.9882531307255266
6,3,3,10,0.9836493141062338
6,3,3,11,0.9869469854022701
6,3,3,12,0.9899087230056883
6,3,3,13,0.9844687098090056
6,3,3,14,0.9872768027008995
6,3,3,15,0.9910977215657009
6,3,3,16,0.9888052053914235
6,3,3,17,0.9776562554914835
6,3,3,18,0.9821570902921647
6,3,3,19,0.9813955226103173
6,3,3,20,0.9754870491710083
6,3,3,21,0.9786622447749563
6,3,3,22,0.9816493663886482
6,3,3,23,0.9871412118771973
6,3,3,24,0.9886540511092379
7,1,1,1,0.9897524687060414
7,1,1,2,0.9874142582054082
7,1,1,3,0.9845073326137397
7,1,1,4,0.9815498041410953
7,1,1,5,0.9777735987011211
7,1,1,6,0.9648079800204946
7,1,1,7,0.9856916397595249
7,1,1,8,0.9881910396415196
7,1,1,9,0.99274510378231
7,1,1,10,0.9974334200935688
7,1,1,11,0.9997590811081538
7,1,1,12,0.9998161409234304
7,1,1,13,0.9996916966069442
7,1,1,14,0.9996811127107958
7,1,1,15,0.9986028225460599
7,1,1,16,0.9967235925320398
7,1,1,17,0.9946895072254498
7,1,1,18,0.9953055881174697
7,1,1,19,0.9899658612106657
7,1,1,20,0.9823500364981609
7,1,1,21,0.9827218250276678
7,1,1,22,0.9855633236091998
7,1,1,23,0.9889774616503181
7,1,1,24,0.9902717948251042
7,1,2,1,0.9924850778323728
7,1,2,2,0.9924403494814045
7,1,2,3,0.9938417632891279
7,1,2,4,0.9941470975850049
7,1,2,5,0.994248888841153
7,1,2,6,0.9933730433326029
7,1,2,7,1.00190658592839
7,1,2,8,1.0011492805279174
7,1,2,9,1.0003882868911342
7,1,2,10,0.9998524896113834
7,1,2,11,0.9988927696142355
7,1,2,12,0.9975458168253092
7,1,2,13,0.9951898512862962
7,1,2,14,0.9932703305719938
7,1,2,15,0.9975896065755407
7,1,2,16,0.999430488138748
7,1,2,17,1.0008541849424069
7,1,2,18,1.0009747586685598
7,1,2,19,0.996026046322307
7,1,2,20,0.9853097644639768
7,1,2,21,0.9861972327590185
7,1,2,22,0.9870664741395281
7,1,2,23,0.99052096418222
7,1,2,24,0.9921590062198026
7,1,3,1,0.9832583322181259
7,1,3,2,0.9832512378410108
7,1,3,3,0.9862622323974891
7,1,3,4,0.9873560692777618
7,1,3,5,0.9885118266482251
7,1,3,6,0.9838816258584958
7,1,3,7,0.9883077196835472
7,1,3,8,0.9865105785041709
7,1,3,9,0.9866991684703709
7,1,3,10,0.9859592201789643
7,1,3,11,0.9868210227017596
7,1,3,12,0.9899309038478921
7,1,3,13,0.9886497294479235
7,1,3,14,0.9881675577732569
7,1,3,15,0.9908161373241955
7,1,3,16,0.9884211413877694
7,1,3,17,0.9864781182290195
7,1,3,18,0.987740032150735
7,1,3,19,0.9846112215491664
7,1,3,20,0.9727200085642074
7,1,3,21,0.9760356681457683
7,1,3,22,0.9793938698598447
7,1,3,23,0.9855833461653647
7,1,3,24,0.9873043405623593
7,2,1,1,0.9897524687060414
7,2,1,2,0.9874142582054082
7,2,1,3,0.9845073326137397
7,2,1,4,0.9815498041410953
7,2,1,5,0.9777735987011211
7,2,1,6,0.9595894813945663
7,2,1,7,0.9780210399217121
7,2,1,8,0.9888279043418439
7,2,1,9,0.9935945298941952
7,2,1,10,0.9981812404597984
7,2,1,11,0.9997590895704414
7,2,1,12,0.9998161173151968
7,2,1,13,0.9996894545514142
7,2,1,14,0.9996799176304396
7,2,1,15,0.9986400316255744
7,2,1,16,0.9972168130282726
7,2,1,17,0.9949088919443234
7,2,1,18,0.9948277190678267
7,2,1,19,0.9899658612106657
7,2,1,20,0.9823500364981609
7,2,1,21,0.9827218250276678
7,2,1,22,0.9855633236091998
7,2,1,23,0.9889774616503181
7,2,1,24,0.9902717948251042
7,2,2,1,0.9924850778323728
7,2,2,2,0.9924403494814045
7,2,2,3,0.9938417632891279
7,2,2,4,0.9941470975850049
7,2,2,5,0.994248888841153
7,2,2,6,0.9884952742252168
7,2,2,7,0.9945364690163047
7,2,2,8,1.0017991782208808
7,2,2,9,1.001231729777496
7,2,2,10,1.0005972671231733
7,2,2,11,0.9988927193355601
7,2,2,12,0.9975458530440042
7,2,2,13,0.9951874536008074
7,2,2,14,0.9932688691272776
7,2,2,15,0.9976268026391779
7,2,2,16,0.9999217775804456
7,2,2,17,1.00107186209957
7,2,2,18,1.0005131059231038
7,2,2,19,0.996026046322307
7,2,2,20,0.9853097644639768
7,2,2,21,0.9861972327590185
7,2,2,22,0.9870664741395281
7,2,2,23,0.99052096418222
7,2,2,24,0.9921590062198026
7,2,3,1,0.9832583322181259
7,2,3,2,0.9832512378410108
7,2,3,3,0.9862622323974891
7,2,3,4,0.9873560692777618
7,2,3,5,0.9885118266482251
7,2,3,6,0.9788951333175794
7,2,3,7,0.9806869909154317
7,2,3,8,0.987145495631518
7,2,3,9,0.9875535373275786
7,2,3,10,0.9867220079696877
7,2,3,11,0.986820462880478
7,2,3,12,0.9899309744580193
7,2,3,13,0.9886470966302137
7,2,3,14,0.9881658675950299
7,2,3,15,0.9908531282335782
7,2,3,16,0.9889206222803885
7,2,3,17,0.9866997343479383
7,2,3,18,0.9872392992472686
7,2,3,19,0.9846112215491664
7,2,3,20,0.9727200085642074
7,2,3,21,0.9760356681457683
7,2,3,22,0.9793938698598447
7,2,3,23,0.9855833461653647
7,2,3,24,0.9873043405623593
7,3,1,1,0.9897524687060414
7,3,1,2,0.9874142582054082
7,3,1,3,0.9845073326137397
7,3,1,4,0.9815498041410953
7,3,1,5,0.9777735987011211
7,3,1,6,0.9595894813945663
7,3,1,7,0.9742398370992551
7,3,1,8,0.9884018277035951
7,3,1,9,0.993815885342582
7,3,1,10,0.9947538548903713
7,3,1,11,0.9996316799767752
7,3,1,12,0.9996510262711172
7,3,1,13,0.9951012801370941
7,3,1,14,0.998769628407351
7,3,1,15,0.9986642323875894
7,3,1,16,0.9969250744879018
7,3,1,17,0.9848188976523198
7,3,1,18,0.9890456806401695
7,3,1,19,0.9850472392910271
7,3,1,20,0.9823500364981609
7,3,1,21,0.9827218250276678
7,3,1,22,0.9855633236091998
7,3,1,23,0.9889774616503181
7,3,1,24,0.9902717948251042
7,3,2,1,0.9924850778323728
7,3,2,2,0.9924403494814045
7,3,2,3,0.9938417632891279
7,3,2,4,0.9941470975850049
7,3,2,5,0.994248888841153
7,3,2,6,0.9884952742252168
7,3,2,7,0.9908965185572648
7,3,2,8,1.0013958550951498
7,3,2,9,1.0014527156547068
7,3,2,10,0.9971943143402945
7,3,2,11,0.9987631263394666
7,3,2,12,0.9973752441405073
7,3,2,13,0.9905413312367001
7,3,2,14,0.9923267404909948
7,3,2,15,0.9976487892215758
7,3,2,16,0.9996379635703145
7,3,2,17,0.9911342518630949
7,3,2,18,0.9948026145221801
7,3,2,19,0.991179135439416
7,3,2,20,0.9853097644639768
7,3,2,21,0.9861972327590185
7,3,2,22,0.9870664741395281
7,3,2,23,0.99052096418222
7,3,2,24,0.9921590062198026
7,3,3,1,0.9832583322181259
7,3,3,2,0.9832512378410108
7,3,3,3,0.9862622323974891
7,3,3,4,0.9873560692777618
7,3,3,5,0.9885118266482251
7,3,3,6,0.9788951333175794
7,3,3,7,0.9769294761927984
7,3,3,8,0.9867162694413096
7,3,3,9,0.9877749934023498
7,3,3,10,0.9831744997391728
7,3,3,11,0.9866544333315986
7,3,3,12,0.9897398185215553
7,3,3,13,0.9839148465540657
7,3,3,14,0.9871979755741573
7,3,3,15,0.9908589427230021
7,3,3,16,0.9886048759874847
7,3,3,17,0.976400323525552
7,3,3,18,0.9813597900357037
7,3,3,19,0.9796275086592936
7,3,3,20,0.9727200085642074
7,3,3,21,0.9760356681457683
7,3,3,22,0.9793938698598447
7,3,3,23,0.9855833461653647
7,3,3,24,0.9873043405623593
8,1,1,1,0.9880684411543227
8,1,1,2,0.9852886764244354
8,1,1,3,0.9818370476990806
8,1,1,4,0.9783444566648098
8,1,1,5,0.9743103293847225
8,1,1,6,0.9620289700326565
8,1,1,7,0.985262236422658
8,1,1,8,0.9878059185365847
8,1,1,9,0.9926479135902476
8,1,1,10,0.997582599687356
8,1,1,11,0.9999349303317059
8,1,1,12,0.9999917494829673
8,1,1,13,0.9998489858620351
8,1,1,14,0.9999710901519528
8,1,1,15,0.9986730962968016
